SentenceId,Phrase,Sentiment
4296,whale   children parents seeking christianthemed fun ,4
4297,s difficult conceive reached puberty actually finding characters slackers antics amusing  let funny ,0
4298,terminally bland  painfully slow needlessly confusing    shot digal videotape   frequently indecipherable ,1
4299, s blatant derivativeness reason s lackluster ,1
4300,reasonably entertaining sequel 1994 s surprise family h strain adult credibily ,3
4301,great shame talented director chen kaige chosen englishlanguage debut  poorly plotted scripted ,0
4302,directors harry gantz joe gantz chosen fascinating subject matter  couples exposing nt interesting ,2
4303,blood disintegrating vampire cadavers obscure  s lack ideas ,1
4304,wellrounded tribute man achievements  complexies  reached far end zone ,4
4305,ice cube nt ripe screwball ideas  friday spreads pretty ,1
4306, fairly disposable entertaining b picture ,2
4307,lawrence plumbs personal tragedy human comedy ,3
4308,romething s wrong ricture ,1
4309,performances tops  leads delivering oscarcaliber performances ,3
4310,van wilder worst national lampoon   s far generation s animal house ,2
4311,s particularly  howling cringing  d  works ,3
4312,sweettempered comedy forgoes kneejerk misogyny passes humor teenage comedies ,3
4313,smart  sassy interpretation oscar wilde play ,4
4314,significantly better 2002 children s   competion ,3
4315,atmosphere intriguing  drama finally predictable leave impression ,2
4316,bigscreen scooby makes silly original cartoon smart wellcrafted comparison ,0
4317,depraved  incoherent  instantly disposable piece hackery ,0
4318,wo nt look religious fanatics  backyard sheds   ,2
4319,genial conce  rare pictures root  dearly hoping rich promise script realized screen ,3
4320,following things entertaining  bad sound  lack climax  worst  ing seinfeld lrb  s producers rrb look   guy ,0
4321,chances wo nt  ,2
4322,chaiken ably balances real rhythms propulsive incident ,3
4323,exhilarating serving  fluff ,2
4324,obnoxious special effects  obligatory outbursts flatulence incessant  sofiveminutesago pop music soundtrack overwhelm left scruffy  dopey old hannabarbera charm ,0
4325, thoughtlessly assembled ,3
4326,antwone fisher certainly trick making care protagonist celebrate victories  exceptions  rarely stoops cheap manipulation corny conventions ,3
4327,goldmember funny justify embarrassment bringing barf bag house ,2
4328, pray nt passion material ,1
4329,works magic exuberance passion  s length fun ,4
4330,hackneyed  affluent damsel distress decides fight bully husband simply overe ,1
4331,queen s men throwback war  fails levels  pay reparations viewers ,0
4332,blue crush trappings energetic  extremesports adventure  ends creaky  pretty woman  retread  emphasis selfempowering schmaltz bigwave surfing gives pic tle afterthought ,1
4333,yes swim  tle merely annesophie birot s offhanded  saying girls adolescence difficult wade ,2
4334,establishes ominous mood tension swiftly  suspense rises higher level  maintained ,3
4335,script smart dark  hallelujah small favors ,3
4336,mr g s continuing exploration homosexualy america  family fundamentals earnest study despair ,3
4337,makes case strong education  teachers valuable  help increase average student s selfesteem  strictly knowledge imparted ,3
4338,diane lane s sophisticated performance ca nt rescue adrian lyne s unfahful sleazy moralizing ,1
4339,gently funny  sweetly adventurous  makes feel genuinely    entirely unconned false sennt sharp  overmanipulative hollywood practices ,3
4340,harris s strong effort  script gives ltle effectively probe lear s soulstripping breakdown ,2
4341,zombie  sense word  mindless  lifeless  meandering  loud  painful  obnoxious ,0
4342,lathan diggs carry  charisma  exhib sharp comic timing makes hackneyed elements  easier digest ,3
4343,fontaine masterfully creates portra strong men conflict  inextricably entwined family hi  seeing  liking sees ,3
4344,straightforward oldfashioned best possible senses words  possession  puts squarely service lovers inhab ,3
4345,performances potent  women s stories ably intercut involving ,2
4346,lrb rrb feel summer popcorn  ,2
4347,big fat greek wedding rare animal known  perfect family    s family ,3
4348, pass lmus test generation gap bad repulse generation fans ,1
4349, bizarre heroine  irrigates souls ,3
4350,lohman s  ,2
4351,cinema  pledge allegiance cagney lacey ,0
4352,constantly slips grasp maker ,0
4353,trying daring original  comes occasionally satirical fresh ,2
4354,rouge superficial midlife crisis need stay touch skin  18 80 ,3
4355,simpler  leaner treatment preferable   funnier ,1
4356,april 2002 instalment american war independence  complete loads cgi bushels violence  drop human blood ,1
4357,end ca nt help feel  stoked  ,3
4358,colorful  energetic sweetly whimsical  rare sequel s better predecessor ,4
4359,eccentric stave doldrums  caruso s selfconscious debut eminently forgettable ,2
4360,originaly sorely lacking ,1
4361,polished  wellstructured  ,3
4362,lazy  miserable smug ,0
4363,s funny  touching  dramatically forceful  beautifully shot ,4
4364,scene immediately succumbs gravy plummets earth ,0
4366,s nt  murphy  spy fun enjoyable aggressively silly s worthwhile effort ,4
4367,version hg wells   machine directed hg wells  greatgrandson ,2
4368,different genre rely dumb gags  anatomical humor  character cliches  primarily relies character tell  ,4
4369,amateurish  quasiimprovised acting exercise shot ugly digal video ,0
4370, ,2
4371,medation fah madness  frailty bloodcurdling stuff ,3
4372, blood  guts crazy beasts stalking men guns  ly enjoy monster ,3
4373,s fairy tales princesses married polical reason live happily ,1
4374, ll probably video stores christmas  better sued night living room night s ,1
4375,s tongue cheek  s doubt maker having fun ,3
4376,listless scifi comedy eddie murphy deploys guises elaborate futuristic sets particularly memorable effect ,0
4377,s badly level m actually having hard  believing  paid ,0
4378,twist open ouzo ,2
4379,sewer rats   skeeved d need shower ,0
4380,hugely rewarding experience s b enlightening  insightful entertaining grant s best s  weddings funeral bridget jones s diary ,4
4381, jolts laughs audience  cattle prod ,3
4382,rare birds  shipping news  attempt transplant hollywood star newfoundland s wild soil  rock resists intrusion ,2
4383,makes  special serry s abily essentially contained family conflict larger historical context ,4
4384,s setup easy borders facile  keeping  cheapshot mediocry crack cast ,3
4385,swimfan catch  teens looking laugh ,1
4386,hard look man s occupational angst subsequent reinvention  terrifying study bourgeois desperation worthy claude chabrol ,3
4387,granddad le nouvelle vague  jeanluc godard continues baffle fahful games hideandseek ,2
4388, episode mtv s undressed  20 s creativy substance  indulgently entertaining deeper ,2
4389,grand fart coming director beginning resemble s crazy french grandfather ,0
4390,jackson tries plates spinning best  bouncing forth ca nt help b tedious  breathtaking landscapes villainous varmints distract ricocheting ,2
4391, mediumgrade network scom  inoffensive  ffully amusing  ultimately weightless decent draft audorium blow screen ,1
4392, class spike lee s masterful right thing ,4
4393,possible documentary utterly entranced subject virtually understanding ,1
4394,scotland looks wonderful  fans funny fanatics  showdown sure beats bad day golf ,3
4395,whipsmart sense narrative bluffs ,3
4396,solidly entertaining ltle  ,3
4397,s loss  grief recovery pretty valuable days ,3
4398,slow  predictable amusing ,0
4399,turns touching  raucously amusing  uncomfortable   yes  sexy  welcome heartwarming addion romantic comedy genre ,4
4400,deeply religious spirual  world argue entering church  synagogue temple nt mean check brain door ,3
4401,ballsy stylish,3
4402,hardman grating  mannered onscreen presence  especially unfortunate light fine work rest cast ,2
4403,undeniably gorgeous  terminally smten document troubadour  acolytes  triumph band ,3
4404,attempt complicate  defies credibily,1
4405,re 25  iq 90  driver s license  able better entertainment ,0
4406, produced jerry bruckheimer directed joel schumacher  reflects worst shallow styles  wildly overproduced  inadequately motivated step  demographically targeted lrb rrb ,1
4407,highlighted grty style excellent cast  s better expect look list s starring icet major role ,3
4408, moody  oozing  chilling heartwarming  twisting  unpredictable  catandmouse thriller ,4
4409,believabily nt  s virtues ,1
4410,lily chouchou mesmerizing  plaintiveness weep ,4
4411,mandel holland s direction uninspired  scripting unsurprising  performances phifer black ultimately winning ,2
4412,nt  characters ,1
4413,parochial  accessible chosen  standoffish  smugly suggests superior moral tone important making skill,1
4414,s cheesy dialogue  great trashy fun finally returns palma pulpy thrillers early 80s ,3
4415,s bedeviled labored wring slack direction ,1
4416,comes long  laborious whine  bellyaching paranoid unlikable man ,0
4417,advantages growing old ,2
4418,able  goofy lurid  blast costume drama set late 15th century ,3
4419,attempt  noir  spielberg presents fascinating flawed look near future ,3
4420,moment crackles tension  end flick  re edge seat ,4
4421,k19 annals cinema great submarine stories  engaging excing narrative man confronting demons fear paranoia ,3
4422,angel presents events partly perspective aurelie christelle  infuses  sensibily particularly nightmarish fairytale ,3
4423,guys mean things shoot lot bullets ,1
4424, blended shades lipstick  components combine terrific  lots laughs ,4
4425,solondz convinced significant  nt talking talk appeals ,1
4426,obligatory breakups hookups nt emotional impact characters ,2
4427, work jaunt memory lane teens young adults grew televised scoobydoo shows reruns ,3
4428,easily called  siege 3  alcatraz   cinematic corpse springs life ,1
4429,makes polical edge  beautiful making french cinema s master craftsmen ,4
4430,funny  startling  surrealistic moments ,3
4431,scenic appeal cesspool ,0
4432,works  s thanks huston s revelatory performance ,3
4433,s worse pelosi knows ,1
4434,told scattered fashion   intermtently lives stories faces music men subject ,1
4435,mothman prophecies  bore  exist climactic setpiece ,1
4436,action sequences fun reminiscent combat scenes star wars series ,3
4437,easy   annoying demeanour lead character ,2
4438,btersweet drama limbo grief truthtelling open door liberation ,3
4439,ferrara s strongest touching  recent years ,4
4440,crudup s screen presence thing holds midst mushy  existential exploration men leave families ,3
4441,hardly  comes day ,3
4442,end   re definely convinced women spectacular ,3
4443,appreciation depend experiences bring associations choose ,2
4444, common sense flies window  hail bullets  h sascha ,1
4445,root psychology  require sessions couch dr freud ,1
4446, faint heart conservative spir  rest  especially san francisco lovers  s spired  mustsee ,3
