SentenceId,Phrase,Sentiment
5659,painfully unfunny farce traffics tired stereotypes encumbers complications  bearing story ,0
5660, true impact day unfolds  power movie undeniable ,4
5661,interesting psychological game catandmouse  threedimensional characters believable performances add satisfying crime drama ,4
5662,nicole kidman makes party worth attending ,4
5663,balkans provide obstacle course love good woman ,2
5664,story young chinese woman  ah na  come new york city replace past tragedy american dream arthouse moviegoer likely compelling ,3
5665,ring worth look  nt demand cheap thrills halloween entertainment ,2
5666,like title dodge ,0
5667,message merit  hands brutally honest individual like prophet jack  point life ,1
5668,adaptation intricately constructed strange way nails orlean s themes true adaptation book ,3
5669,s solid movie people lives ,3
5670,nicks sustains level exaggerated  stylized humor taking expectations twisting bit ,3
5671,problem  xxx  action nt effective ,1
5672,s bit thematic meat bones queen damned  origins anne rice novel dictate  generally  s movie emphasizes style character substance ,2
5673,film delicately narrated martin landau directed sensitivity skill dana janklowiczmann ,3
5674,sc2 autopilot hollywood concoction lacking imagination authentic christmas spirit  s geared audience masters ,1
5675,remove spiderman movie red herring surroundings s apparent summer film satisfies ,3
5676,meatier deeper beginning andor ending easily tipped film   range   s strong  b   ,3
5677, triumph emotionally narratively complex filmmaking ,4
5678,winning comedy wry observations longlived friendships ways lose track trying ,4
5679,fantastic ,4
5680,large budget notwithstanding  movie blip year s radar screen s tempting ride ,3
5681,s uninteresting ,0
5682,little wellmounted history lesson ,1
5683,leave french truly capture terrifying angst modern working man turning film cheap thriller  dumb comedy sappy melodrama ,4
5684,film boils lightweight story matchmaking  characters italian beginners worth journey,3
5685,probably movies barely registering blip radar screen 2002 ,0
5686,incredibly narrow injoke targeted tiniest segment obscure demographic ,1
5687,hoffman s performance authentic core ,3
5688,bluer atlantic biologically detailed autopsy  movie    frequently hilarious ,4
5689,remarkable achival film shanghai lrb places rrb served jews escaped holocaust ,3
5690,painting unabashedly romantic picture nation songs spring directly lives people  movie exalts marxian dream honest working folk  little labor  living harmoniously  joined song ,3
5691,inside mess world traveler  mediocre movie trying ,1
5692,quiet american good  timing ,3
5693,rich  bittersweet israeli documentary  life songanddanceman pasach  ke burstein family  transcends ethnic lines ,3
5694,writerdirector david caesar ladles local flavour hugely enjoyable film changing times  clashing cultures pleasures wellmade pizza ,4
5696,admit baffled jason x,1
5697,smart  compelling drama ,4
5698,drumline ably captures complicated relationships marching band ,3
5699,oh  booty ,2
5700,messy  uncouth  incomprehensible  vicious absurd ,0
5701,confessions doubt memorable directorial debut king hunk ,3
5702,nt expect subtlety latest entry increasingly threadbare grossout comedy cycle ,2
5703,canadian filmmaker gary burns  inventive mordantly humorous soullessness work city ,4
5704,new ways describing badness need invented exactly bad ,0
5705,film suffers excesses ,1
5706,brings irresistible blend warmth humor consistent embracing humanity face life s harshness ,4
5707,lrb film s rrb taste  shock humor  wear weaned comedy tom green farrelly brothers ,1
5708,screenplay serves autocritique  clumsiness damning censure ,1
5709,uplifting document worst possibilities mankind  best films year ,4
5710,film flat ,1
5711,fascinating  unnerving examination delusions unstable man ,3
5712,feels inmates actually taken asylum ,2
5713,unusual  foodforthought cinema s entertaining instructive ,3
5714,watching powerpuff girls movie  mind kept returning anecdote comparison  cartoon japan gave people seizures ,3
5715,funny  triumphant  moving documentary ,4
5716,think possible angle exhausted documentarians  new film emerges remarkable shockingly littleknown perspective ,3
5717,witty  trenchant  wildly unsentimental flawed look ins outs modern moviemaking ,2
5718,,2
5719,thriller edge  nt follow stale  standard  connectthedots storyline commonplace movies explore seamy underbelly criminal world ,3
5720,matter slice  mark wahlberg thandie newton hepburn grant  cinematic icons chemistry galore ,2
5721,death smoochy tells moldyoldie  notnearly  asnasty  asit  thinksitis joke ,1
5722,dripping cliche bypassing opportunity trivialize material ,0
5723,re looking intelligent movie release pent anger  ticket need ,3
5724,unfortunately  flat effort amuse entertain  ,1
5725,mention absolutely refreshed ,4
5726,precious new star wars movie lumbering  wheezy drag ,0
5727,boyd s screenplay lrb cowritten guardian hack nick davies rrb florid turn phrase owes guy ritchie bard avon ,1
5728,bacon keeps things interesting  nt way pay price ,2
5729,horrible  99minute stink bomb ,0
5730,laughable   unlaughable  excuse film ,0
5731,big fat pain ,1
5732,s satisfying summer event movies spy thriller like bourne identity s packed intelligence action ,3
5733,like mike nt going box office money makes michael jordan jealous  cute moments  funny scenes  hits target audience lrb young bow wow fans rrb  net ,3
5734,turns dark funny ,4
5735,kiss probably achieve popularity big fat greek wedding  provocative central wedding sequence far impact ,3
5736, punchdrunk love convinced brilliance  person  d want smash face  ,0
5737,ve interesting   dare  thematically complex  bowel movements longontheshelf  pointandshoot exercise gimmicky crime drama ,1
5738,woody allen groove days ,4
5739,soapopera quality twist 20 minutes  puts kibosh sumptuous work bmovie imagination ,1
5740,comingofage tale new zealand boozy  languid air balanced rich visual clarity deeply felt performances board ,3
5741, happened  ,2
5742, story inexplicable nightmare  right population s shrugging acceptance new horror ,1
5743, best disney movie lion king ,4
5744,devastating indictment unbridled greed materalism ,0
5745,movie simply lazy exercise bad filmmaking asks suspend disbelief intelligence ,1
5746,skin man gets cheap shocks kidsinperil theatrics  taps primal fears young people trying cope mysterious brutal nature adults ,3
5747,overall  s pretty mediocre family film ,2
5748,characters acting horribly  sympathetic ,3
5749,impresses skillfully assembled  highly polished professional adaptation  chilling unsettling  manhunter  ,4
5750,engrossing grim portrait hookers  think clients ,4
5751,makes mistake music industry criticizes  slick watereddown loses love place ,1
5752,motion pictures portray ultimate passion  create ultimate thrills ,2
5753,genre exercise  gangster no 1 generic title ,1
5754,foremost  reason  blue crush  phenomenal  waterborn cinematography david hennings ,4
5755,awful lot like lrb spears  rrb music videos content  goes 90 minutes  worse  pay want ,0
5756,words  s sports dramacharacter study ,1
5757,s fast slow ,3
5758,pooperscoopers ,0
5759,notsosmall problem expecting entire exercise real point ,1
5760,starts witty sophisticated want love  filmmaker yvan attal quickly writes corner ,1
5761,according wendigo   nature  loves members upper class love ,3
5762,phone warning video nt blockbuster midnight  re going face frightening late fees ,1
5763,messy frustrating  pleasing best moments  s like life ,3
5764,re absolute raving star wars junkie  nt fun ,1
5765,inherent limitations video game source material movie clear schlocky horroraction hybrid ,1
5766,s difficult longtime admirer work swept invincible overlook drawbacks ,2
5767,masterful  flawless film  lrb wang rrb emerges ranks china s numerous  worldrenowned filmmakers ,4
5768,farcical elements pat familiar hold  diverting grim message good ,2
5769,like robin williams  death smoochy reached expiration date ,1
5770, s good ,3
5771,sinks usual cafeteria goulash fart jokes  masturbation jokes  racist japanese jokes ,2
5772,puzzle pieces fit ,1
5773,capable thriller  way k19 jettisoned crucial drama ,1
5774,movie observe  enter ,1
5775,scenario parents pause   terrible happens ,2
5776,ingenious construction lrb adapted david hare michael cunningham s novel rrb constantly flows forwards  weaving themes strands allow view events prism,3
5777,trek  plex predisposed like probably enjoy ,3
5778, tackling lowbudget movie inexperienced children play main characters best way cut teeth film industry ,2
5779,ignoring  swimfan,1
5780,enjoyable  imagine  searching quarter giant pile elephant feces  positively dreadful ,0
5781,intrepid exploring attraction crosses sexual identity  ozpetek falls short showing antonia s true emotions   secret life leave thinking ,3
5782,conventional  wellcrafted film historic legal battle ireland man s right raise children ,3
5783,lazy writing ,0
5784,hart s war want character study  apparently ca nt decide character ,1
5785,contrived  awkward filled unintended laughs  film shows signs director got editing room tried improve things making movie faster ,0
5786,movie humorous watching favorite pet buried alive ,0
5787,riveting documentary ,4
5788,little eye best little  horror  movie ve seen years ,4
5789,unfortunately  cast competent performers movies  television theater cast adrift new york city locations unifying rhythm visual style ,1
5790,reveals important special talents service ,3
5791,crush warm fuzzy able forgive meanspirited second half ,3
5792,film s desire liked undermines possibility exploration thornier aspects naturenurture argument regards homosexuality ,1
5793,jolie gives extra little makes worth checking theaters  especially re mood comfortable challenging ,3
5794,unfortunately  d prefer simple misfire ,1
5795,mixed bag  negatives outweigh positives ,1
5796,tender touching  movie benefited little dramatic tension editing ,2
5797,officially  twice bestial half funny ,1
5798,uglyduckling tale hideously clumsily told feels accidental ,0
